,License Number,License Type,Name of Program,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,County,Phone,License Status,License Holder,Capacity,Type Of License,Restrictions,Services,Licensing Authority,Initial Effective Date,Current Effective Date,Expiration Date,License Holder Lives Onsite,Unnamed: 22,full_address,location,latitude,longitude,weight
1374,1017051,Child Care Center,Prince of Peace Lutheran Preschool-Holy Cross Campus,2555 Clearwater Rd,,,Saint Cloud,MN,56301,Stearns,(320) 251-8416,Active,Prince of Peace Lutheran School Association,16 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/13/2002,01/01/2023,12/31/2023,   ,,2555 Clearwater Rd Saint Cloud MN 56301,"2555 Clearwater Rd, St Cloud, MN 56301, USA",45.5301806,-94.1616868,
1375,1017050,Child Care Center,Prince of Peace Lutheran Preschool-Trinity Campus,2163 Mayhew Lake Rd. NE,,,Sauk Rapids,MN,56379,Benton,(320) 230-9116,Active,Prince of Peace Lutheran School Association,60 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/13/2002,01/01/2023,12/31/2023,   ,,2163 Mayhew Lake Rd. NE Sauk Rapids MN 56379,"2163 Mayhew Lake Rd NE, Sauk Rapids, MN 56379, USA",45.5973493,-94.1345125,
1376,830434,Child Care Center,Prior Lake Montessori School,5116 Gateway St,Suite 101, ,Prior Lake,MN,55372,Scott,(952) 447-8845,Active,Prior Lake Montessori School and Daycare Center,40 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/14/1997,01/01/2023,12/31/2023,   ,,5116 Gateway St Prior Lake MN 55372,"5116 Gateway St SE, Prior Lake, MN 55372, USA",44.7187805,-93.4164763,
1377,1105372,Child Care Center,Project Beginnings,606 16TH ST NE,,,Kasson,MN,55944,Dodge,(507) 634-1306,Active,KASSON-MANTORVILLE SCHOOL ISD 0204,37 ,Service: Day time child care Ages Served: Infants     Toddlers       ,None,Child Care Center,Minnesota Department of Human Services,11/02/2020,01/01/2023,12/31/2023,   ,,606 16TH ST NE Kasson MN 55944,"606 16th St NE, Kasson, MN 55944, USA",44.0428126,-92.7415097,
1378,809025,Child Care Center,Project Secure Early Childhood Family Development Center,4225 3rd Ave S, ,,Minneapolis,MN,55409,Hennepin,(612) 825-7422,Active,"Parents in Community Action, Inc.",59 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,04/01/1995,01/01/2023,12/31/2023,   ,,4225 3rd Ave S Minneapolis MN 55409,"4225 3rd Ave S, Minneapolis, MN 55409, USA",44.9260309,-93.2710938,
1379,1040167,Child Care Center,Project Secure/Fraser Early Childhood Family Development Center,700 Humboldt Ave N,,,Minneapolis,MN,55411,Hennepin,(612) 377-7422,Active,"Parents in Community Action, Inc.",52 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,04/07/2006,01/01/2023,12/31/2023,   ,,700 Humboldt Ave N Minneapolis MN 55411,"700 N Humboldt Ave, Minneapolis, MN 55411, USA",44.9858607,-93.2970314,
1380,1113017,Child Care Center,Proud Child Care Center Inc.,6570 EDENVALE BLVD,,,Eden Prairie,MN,55346,Hennepin,(612) 636-4524,Active,Proud Child Care Center Inc,47 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/23/2022,01/01/2023,12/31/2023,   ,,6570 EDENVALE BLVD Eden Prairie MN 55346,"6570 Edenvale Blvd, Eden Prairie, MN 55346, USA",44.8861423,-93.45824929999999,
1381,1011389,Child Care Center,Providence Academy,15100 Schmidt Lk Rd, , ,Plymouth,MN,55446,Hennepin,(763) 258-2500,Active,Providence Academy,49 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/28/2001,01/01/2023,12/31/2023,   ,,15100 Schmidt Lk Rd Plymouth MN 55446,"15100 Schmidt Lake Rd, Plymouth, MN 55446, USA",45.0455487,-93.4716219,
1382,1092974,Child Care Center,Puddle Jumpers Learning Center,1593 11TH AVE,,,Granite Falls,MN,56241,Yellow Medicine,(320) 564-0122,Active,Puddle Jumpers Learning Center LLP,66 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/25/2018,01/01/2023,12/31/2023,   ,,1593 11TH AVE Granite Falls MN 56241,"1593 11th Ave, Granite Falls, MN 56241, USA",44.8079832,-95.55974649999999,
1383,1088945,Child Care Center,Pumpkin Patch Childcare and Learning Center,1800 Greenwood Dr,,,Burnsville,MN,55337,Dakota,(952) 898-7280,Active,"Zakia, Inc. dba Pumpkin Patch Daycare and Learning Center, Inc",113,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/30/2017,01/01/2023,12/31/2023,   ,,1800 Greenwood Dr Burnsville MN 55337,"1800 Greenwood Dr, Burnsville, MN 55337, USA",44.77123659999999,-93.3040372,
1384,802000,Child Care Center,Pumpkin Patch Preschool,9225 Jason Ave NE,,,Monticello,MN,55362,Wright,(763) 295-5040,Active,"Pumpkin Patch, Inc.",30 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/14/1972,01/01/2023,12/31/2023,   ,,9225 Jason Ave NE Monticello MN 55362,"9225 Jason Ave NE, Monticello, MN 55362, USA",45.28357380000001,-93.7670471,
1385,802001,Child Care Center,Punkins and Monkeys Preschool,231 Sinclair Lewis Ave,,,Sauk Centre,MN,56378,Stearns,(320) 297-1192,Active,Punkins and Monkeys Preschool,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1983,01/01/2023,12/31/2023,   ,,231 Sinclair Lewis Ave Sauk Centre MN 56378,"231 Sinclair Lewis Ave, Sauk Centre, MN 56378, USA",45.7374367,-94.9482239,
1387,1107363,Child Care Center,Quality Child Care LLC,519 UNIVERSITY AVE W STE B,,,Saint Paul,MN,55103,Ramsey,(651) 330-3220,Active,Quality Child Care LLC,49 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/07/2022,01/01/2023,12/31/2023,   ,,519 UNIVERSITY AVE W STE B Saint Paul MN 55103,"519 University Ave W b, St Paul, MN 55103, USA",44.9559097,-93.1221281,
1388,1076277,Child Care Center,Quality Kid Care Center Inc,3212 22nd St NW,,,Rochester,MN,55901,Olmsted,(507) 226-8254,Active,Quality Kid Care Center Inc,74 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/20/2015,01/01/2023,12/31/2023,   ,,3212 22nd St NW Rochester MN 55901,"3212 22nd St NW, Rochester, MN 55901, USA",44.0461219,-92.5112451,
1390,1112185,Child Care Center,Quarry Kids Child Care Center,132 ORIOLE ST E,,,Sandstone,MN,55072,Pine,(320) 372-0025,Active,Quarry Kids Child Care Center,66 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/30/2022,01/01/2023,12/31/2023,   ,,132 ORIOLE ST E Sandstone MN 55072,"132 Oriole St E, Sandstone, MN 55072, USA",46.1380047,-92.86330249999999,
1391,807877,Child Care Center,Queen of Peace Preschool,102 4th St,,,Cloquet,MN,55720,Carlton,(218) 879-8516,Active,Queen of Peace Parish,19 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/12/1994,01/01/2023,12/31/2023,   ,,102 4th St Cloquet MN 55720,"102 4th St, Cloquet, MN 55720, USA",46.71905539999999,-92.4587502,
1392,1050547,Child Care Center,Radiant Montessori School LLC,15650 95th Ave N,,,Maple Grove,MN,55369,Hennepin,(763) 420-2323,Active,Radiant Montessori School LLC,116,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/02/2008,01/01/2023,12/31/2023,   ,,15650 95th Ave N Maple Grove MN 55369,"15650 95th Ave N, Maple Grove, MN 55369, USA",45.1271002,-93.4789012,
1393,830776,Child Care Center,Rainbow Child Development Center,605 COMO AVE,,,Saint Paul,MN,55103,Ramsey,(651) 646-5272,Active,Rainbow Child Development Center,63 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/19/1998,01/01/2023,12/31/2023,   ,,605 COMO AVE Saint Paul MN 55103,"605 Como Ave, St Paul, MN 55103, USA",44.969904,-93.12534889999999,
1394,1090035,Child Care Center,Rainbow Montessori Academy LLC,8736 Nicollet Ave S,,,Bloomington,MN,55420,Hennepin,(952) 888-8052,Active,"Rainbow Montessori, LLC",71 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/2018,01/01/2023,12/31/2023,   ,,8736 Nicollet Ave S Bloomington MN 55420,"8736 Nicollet Ave, Bloomington, MN 55420, USA",44.8447688,-93.2787752,
1395,1000967,Child Care Center,Rainbow School,624 3rd Ave SW,,,Rochester,MN,55902,Olmsted,(507) 261-0586,Active,Rainbow School,40 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/25/1999,01/01/2023,12/31/2023,   ,,624 3rd Ave SW Rochester MN 55902,"624 3rd Ave SW, Rochester, MN 55902, USA",44.0163581,-92.46699029999999,
1396,802019,Child Care Center,Rainbow School and Child Care Center,680 Mississippi St NE,,,Fridley,MN,55432,Anoka,(763) 571-7521,Active,Fridley United Methodist Church,102,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/17/1979,01/01/2023,12/31/2023,   ,,680 Mississippi St NE Fridley MN 55432,"680 Mississippi St NE, Fridley, MN 55432, USA",45.0857857,-93.2534307,
1397,1113205,Child Care Center,Rainy River Rugrats,900 5TH ST,,,International Falls,MN,56649,Koochiching,(701) 500-3798,Active,Rainy River Rugrats LLC,53 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/28/2022,01/02/2023,12/31/2023,   ,,900 5TH ST International Falls MN 56649,"900 5th St, International Falls, MN 56649, USA",48.6011877,-93.41359849999999,
1398,1049975,Child Care Center,Raising Stars Childcare,2600 County Rd D E,,,White Bear Lake,MN,55110,Ramsey,(651) 773-7074,Active,Shawna Wilde,62 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,03/31/2008,01/01/2023,12/31/2023,   ,,2600 County Rd D E White Bear Lake MN 55110,"2600 County Rd D E, Maplewood, MN 55109, USA",45.0341136,-92.9949661,
1399,802024,Child Care Center,Ramalynn Montessori Academy,8800 Queen Ave S, ,,Bloomington,MN,55431,Hennepin,(952) 921-6500,Active,"Ramalynn Montessori Academy, Inc.",70 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/31/1985,01/18/2023,12/31/2023,   ,,8800 Queen Ave S Bloomington MN 55431,"8800 Queen Ave S, Bloomington, MN 55431, USA",44.8431277,-93.3123906,
1400,1028318,Child Care Center,Rayito de Sol LLC ,6949 Nicollet Ave,,,Richfield,MN,55423,Hennepin,(763) 772-2157,Active,Waynapichu LLC dba Rayito de Sol,34 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,04/05/2004,01/01/2023,12/31/2023,   ,,6949 Nicollet Ave Richfield MN 55423,"6949 Nicollet Ave, Minneapolis, MN 55423, USA",44.8765739,-93.2776571,
1401,1042427,Child Care Center,Rayito de Sol Spanish Immersion,1601 NICOLLET AVE,,,Minneapolis,MN,55403,Hennepin,(763) 772-2157,Active,Machupichu & LLC dba Rayito de Sol Spanish Immersion,143,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/07/2006,01/01/2023,12/31/2023,   ,,1601 NICOLLET AVE Minneapolis MN 55403,"1601 Nicollet Ave, Minneapolis, MN 55403, USA",44.9669332,-93.2772112,
1402,1115124,Child Care Center,Rayito de Sol Spanish Immersion Early Learning Center,3520 WILLISTON RD,,,Minnetonka,MN,55345,Hennepin,(952) 314-5133,Active,"Rayito de Sol - Minnetonka, LLC",69 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,"Per state fire marshal, no more than five children under 30 months in the infant classroom due to no second exit. ; Per building inspector, restricted use to front half of building.",Child Care Center,Minnesota Department of Human Services,11/14/2022,01/01/2023,12/31/2023,   ,,3520 WILLISTON RD Minnetonka MN 55345,"3520 Williston Rd, Minnetonka, MN 55345, USA",44.94012332247053,-93.46919896994673,
1403,1101214,Child Care Center,Raymond Head Start,220 SPICER AVE N,,,Raymond,MN,56282,Kandiyohi,(320) 235-0850,Active,United Community Action Partnership Inc,19 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/24/2019,01/01/2023,12/31/2023,   ,,220 SPICER AVE N Raymond MN 56282,"220 Spicer Ave N, Raymond, MN 56282, USA",45.0170436,-95.2394128,
1404,800483,Child Care Center,RCLS Stepping Stones,2619 9TH AVE NW,,,Rochester,MN,55901,Olmsted,(507) 289-3267,Active,"Rochester Central Lutheran School Association, Inc.",93 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1981,01/01/2023,12/31/2023,   ,,2619 9TH AVE NW Rochester MN 55901,"2619 9th Ave NW, Rochester, MN 55901, USA",44.0520992,-92.47777099999999,
1405,1051888,Child Care Center,Reach Up Inc Big Lake Head Start,701 Minnesota Ave,,,Big Lake,MN,55309,Sherburne,(763) 262-8121,Active,Reach Up Inc,15 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/15/2008,01/01/2023,12/31/2023,   ,,701 Minnesota Ave Big Lake MN 55309,"701 Minnesota Ave, Big Lake, MN 55309, USA",45.3370503,-93.733167,
1406,810849,Child Care Center,"Reach-Up, Inc. Technical College Head Start",1701 9th Ave N,,,Saint Cloud,MN,56303,Stearns,(320) 253-8110,Active,Reach Up Inc,26 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1996,01/01/2023,12/31/2023,   ,,1701 9th Ave N Saint Cloud MN 56303,"1701 9th Ave N, St Cloud, MN 56303, USA",45.5798572,-94.17356389999999,
1407,802823,Child Care Center,Ready To Grow Ready To Learn,200 Burnsville Pkwy W,,,Burnsville,MN,55337,Dakota,(952) 707-4146,Active,"Independent School Dist 191-Community Ed Ready to Grow, Ready to Learn",123,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/01/1999,01/01/2023,12/31/2023,   ,,200 Burnsville Pkwy W Burnsville MN 55337,"Burnsville Pkwy W, Burnsville, MN 55337, USA",44.7483082,-93.321465,
1408,802048,Child Care Center,"Ready, Set, Grow",1583 Radio Dr, ,,Woodbury,MN,55125,Washington,(651) 738-9346,Active,King of Kings Lutheran Church,80 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1986,01/01/2023,12/31/2023,   ,,1583 Radio Dr Woodbury MN 55125,"1583 Radio Dr, Woodbury, MN 55125, USA",44.9261577,-92.93305749999999,
1409,1081809,Child Care Center,Recovering Hope Daycare Center,2031 Rowland Rd,,,Mora,MN,55051,Kanabec,(844) 314-4673,Active,Recovering Hope Treatment Center Inc,35 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/01/2016,01/01/2023,12/31/2023,   ,,2031 Rowland Rd Mora MN 55051,"2031 Rowland Rd, Mora, MN 55051, USA",45.8583298,-93.2995395,
1411,1111725,Child Care Center,Red Balloon Childcare,12601 BIRCH AVE,,,Becker,MN,55308,Sherburne,(763) 262-4611,Active,"Little Newtons Operating, LLC",148,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/03/2022,01/01/2023,12/31/2023,   ,,12601 BIRCH AVE Becker MN 55308,"12601 Birch Ave, Becker, MN 55308, USA",45.389016,-93.8655536,
1412,1042513,Child Care Center,Red Bridge Preschool,150 5th St,,,Marine on St Croix,MN,55047,Washington,(651) 433-3222,Active,Red Bridge Preschool,26 ,Service: Day time child care Ages Served: Toddlers     Preschool       ,"Per State Fire Marshal, no more than 5 children under 30 months.",Child Care Center,Minnesota Department of Human Services,09/07/2006,01/01/2023,12/31/2023,   ,,150 5th St Marine on St Croix MN 55047,"150 5th St, Marine on St Croix, MN 55047, USA",45.1989701,-92.7724777,
1413,1058812,Child Care Center,Red Cottage Montessori School,2302 TWIN BLUFF RD,,,Red Wing,MN,55066,Goodhue,(651) 764-9871,Active,Red Cottage Montessori School,15 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,"Per conditional use permit, maximum capacity of 16, with no more than 5 children under the age of 30 months in care.",Child Care Center,Minnesota Department of Human Services,01/01/2011,01/01/2023,12/31/2023,   ,,2302 TWIN BLUFF RD Red Wing MN 55066,"2302 Twin Bluff Rd, Red Wing, MN 55066, USA",44.5405557,-92.54842,
1414,810554,Child Care Center,"Red Wing Family YMCA, Early Childhood Education Center",434 MAIN ST,,,Red Wing,MN,55066,Goodhue,(651) 388-4724,Active,Red Wing Family YMCA,60 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/27/1996,02/01/2023,12/31/2023,   ,,434 MAIN ST Red Wing MN 55066,"434 Main St, Red Wing, MN 55066, USA",44.5655697,-92.5365846,
