,License Number,License Type,Name of Program,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,County,Phone,License Status,License Holder,Capacity,Type Of License,Restrictions,Services,Licensing Authority,Initial Effective Date,Current Effective Date,Expiration Date,License Holder Lives Onsite,Unnamed: 22
1688,1110734,Child Care Center,Tierra Encantada - Rochester Inc.,3805 CASCADE CREEK RD NW,,,Rochester,MN,55901-0000,Olmsted,(612) 226-5246,Active,Tierra Encantada Inc.,158,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/31/2022,01/01/2023,12/31/2023,   ,
1689,1083416,Child Care Center,Tierra Encantada Bryant,411 E 38TH ST,,,Minneapolis,MN,55409-1346,Hennepin,(612) 827-2280,Active,Tierra Encantada Inc.,122,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,11/28/2016,01/01/2023,12/31/2023,   ,
1690,1065444,Child Care Center,Tierra Encantada Eagan,4130 BLACKHAWK RD STE 140,,,Eagan,MN,55122-1700,Dakota,(651) 686-2936,Active,Tierra Encantada Inc.,108,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,07/26/2013,01/01/2023,12/31/2023,   ,
1691,1101032,Child Care Center,Tierra Encantada Hiawatha,4012 MINNEHAHA AVE,,,Minneapolis,MN,55406-3306,Hennepin,(612) 722-0509,Active,Tierra Encantada Inc.,261,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/29/2020,01/24/2023,12/31/2023,   ,
1692,1108342,Child Care Center,Tierra Encantada Minnetonka,2000 PLYMOUTH RD STE 100,,,Minnetonka,MN,55305-2334,Hennepin,(952) 544-6065,Active,Kairos LLC,162,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,07/26/2021,01/01/2023,12/31/2023,   ,
1693,1099497,Child Care Center,Tierra Encantada Seward,2504 35TH AVE S,,,Minneapolis,MN,55406-1738,Hennepin,(612) 729-5188,Active,Tierra Encantada Inc.,158,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,08/19/2019,01/01/2023,12/31/2023,   ,
1694,1093613,Child Care Center,Tierra Encantada Windom,5750 Wentworth Ave,,,Minneapolis,MN,55419     ,Hennepin,(612) 869-4226,Active,Tierra Encantada Inc.,208,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/04/2018,01/01/2023,12/31/2023,   ,
1695,1102555,Child Care Center,Tiger Cub Child Care Center,211 W RICHWAY DR,,,Albert Lea,MN,56007-2164,Freeborn,(507) 379-5159,Active,Independent School District #241,43 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,03/16/2020,03/03/2023,12/31/2023,   ,
1696,802514,Child Care Center,Time for Me Early Learning Center,3825 Lake Elmo Ave N,,,Lake Elmo,MN,55042     ,Washington,(651) 770-8865,Active,Time for Me Early Learning Center,88 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/03/1988,01/01/2023,12/31/2023,   ,
1697,1065633,Child Care Center,Tiny Adventures,908 Maple St,,,Brainerd,MN,56401-0000,Crow Wing,(218) 454-0765,Active,Tiny Adventures LLC,31 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,02/18/2014,01/01/2023,12/31/2023,   ,
1698,1083507,Child Care Center,Tiny Sprouts,1103 Weir Dr #300,,,Woodbury,MN,55125     ,Washington,(651) 414-0373,Active,Tiny Sprouts Inc,44 ,Service: Day time child care Ages Served: Infants     Toddlers       ,None,Child Care Center,Minnesota Department of Human Services,12/05/2016,01/01/2023,12/31/2023,   ,
1699,809354,Child Care Center,Tiny Sprouts Day Care Center,28795 PETERSON PATH,,,Pequot Lakes,MN,56472-1004,Crow Wing,(218) 568-4991,Active,Learn & Play Center Inc DBA Tiny Sprouts Day Care Center,52 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/31/1995,01/01/2023,12/31/2023,   ,
1700,1082378,Child Care Center,Tiny Tigers,2040 Co Rd 52,,,Rothsay,MN,56579     ,Wilkin,(218) 867-2116,Active,Rothsay Public School District 0850-01,22 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,Infant sleeping room #136 limited to 10 occupants per fire marshal.,Child Care Center,Minnesota Department of Human Services,12/08/2016,01/06/2023,12/31/2023,   ,
1701,802519,Child Care Center,Tiny Tots & Little Tykes,60 E Marie Ave Ste 100,,,West St Paul,MN,55118     ,Dakota,(651) 457-0042,Active,Tiny Tots and Little Tykes,148,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,07/18/1986,01/01/2023,12/31/2023,   ,
1702,1095620,Child Care Center,Tiny Tykes Inc,503 Olaf Ave,,,Battle Lake,MN,56515-0000,Otter Tail,(218) 862-3200,Active,Tiny Tykes Preschool & Childcare inc,46 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/19/2018,01/01/2023,12/31/2023,   ,
1703,1094007,Child Care Center,TLC Childcare,1051 FOREST ST,,,Saint Paul,MN,55106-3223,Ramsey,(651) 772-1500,Active,TLC Childcare Inc. ,39 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/13/2019,01/01/2023,12/31/2023,   ,
1704,802523,Child Care Center,TLC Early Learning Center,11000 France Ave S, , ,Bloomington,MN,55431     ,Hennepin,(952) 884-7955,Active,TLC Early Learning Center,90 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1985,01/01/2023,12/31/2023,   ,
1705,1036443,Child Care Center,TLC Preschool & Growing Tree Learning Center,123 29th St NE,,,Bemidji,MN,56601     ,Beltrami,(218) 444-4442,Active,Trinity Lutheran Church,49 ,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/06/2005,01/01/2023,12/31/2023,   ,
1706,1091515,Child Care Center,Today's Life Inc,9995 XENIA AVE N,,,Brooklyn Park,MN,55443-2383,Hennepin,(763) 951-2032,Active,Todays Life Inc,118,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,06/25/2018,01/01/2023,12/31/2023,   ,
1707,1044163,Child Care Center,Todays Life Eden Prairie,12901 Roberts Dr,,,Eden Prairie,MN,55346     ,Hennepin,(952) 358-2020,Active,Todays Life Inc,79 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,11/22/2006,01/01/2023,12/31/2023,   ,
1708,1053047,Child Care Center,Toddler Town Child Care Center Inc,5377 266th St,,,Wyoming,MN,55092     ,Chisago,(651) 462-1407,Active,Toddler Town,84 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,03/11/2009,01/01/2023,12/31/2023,   ,
1709,1041097,Child Care Center,Torah Tots,2800 Joppa Ave S,,,St Louis Park,MN,55416     ,Hennepin,(952) 920-6630,Active,Torah Academy,100,Service: Day time child care Ages Served: Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/23/2006,01/01/2023,12/31/2023,   ,
1710,1064040,Child Care Center,Towerlight Child Care,3601 Wooddale Ave S,,,St Louis Park,MN,55416     ,Hennepin,(952) 920-8112,Active,Ebenezer Management Services Inc,124,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,02/05/2013,01/01/2023,12/31/2023,   ,
1711,804948,Child Care Center,Town and Country Day Care,450 12TH ST N,,,Mountain Lake,MN,56159-1593,Cottonwood,(507) 427-2118,Active,Mountain Lake Public School,40 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/01/1999,01/01/2023,12/31/2023,   ,
1712,807100,Child Care Center,Town Hall Early Childhood Family Development Center,8500 Zane Ave N, ,,Brooklyn Park,MN,55443     ,Hennepin,(763) 425-7422,Active,"Parents in Community Action, Inc.",144,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/01/1999,01/01/2023,12/31/2023,   ,
1713,830337,Child Care Center,Town Square Head Start,201 S Lyndale, , ,Faribault,MN,55021     ,Rice,(507) 333-6450,Active,"Three Rivers Community Action, Inc.",80 ,Service: Day time child care Ages Served: Preschool       ,Program will operate for four weeks in the summer in addition to school year.,Child Care Center,Minnesota Department of Human Services,08/19/1997,01/01/2023,12/31/2023,   ,
1714,1083796,Child Care Center,Tracy Head Start,310 Pine St,,,Tracy,MN,56175     ,Lyon,(507) 530-7975,Active,United Community Action Partnership Inc,20 ,Service: Day time child care Ages Served: Preschool       ,None,Child Care Center,Minnesota Department of Human Services,01/18/2017,01/01/2023,12/31/2023,   ,
1715,1102704,Child Care Center,Tracy Head Start Toddler,243 MORGAN ST,,,Tracy,MN,56175-1274,Lyon,(507) 828-3231,Active,United Community Action Partnership Inc,8  ,Service: Day time child care Ages Served: Toddlers       ,None,Child Care Center,Minnesota Department of Human Services,03/16/2020,01/01/2023,12/31/2023,   ,
1716,1051311,Child Care Center,Tracy Kid's World,310 Pine Street,,,Tracy,MN,56175     ,Lyon,(507) 212-6724,Active,Tracy Kid's World,100,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/02/2008,01/01/2023,12/31/2023,   ,
1717,830578,Child Care Center,Treehouse Latch Key and Childcare Learning Center,10902 River Road NE,,,Hanover,MN,55341     ,Wright,(763) 498-7488,Active,Treehouse Latch Key and Childcare Learning Center,60 ,Service: Day time child care Ages Served: Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,02/02/1998,01/01/2023,12/31/2023,   ,
1718,1104015,Child Care Center,Tri Valley Owatonna Head Start,1909 SAINT PAUL RD,,,Owatonna,MN,55060-1415,Steele,(507) 455-2203,Active,Tri-Valley Opportunity Council Inc,18 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,On-site playground is not licensed. Program walks to nearby playground,Child Care Center,Minnesota Department of Human Services,06/14/2021,01/01/2023,12/31/2023,   ,
1719,1081391,Child Care Center,Tri-Valley Bethel Head Start,23820 DEWEY ST NW,,,Bethel,MN,55005-5001,Anoka,(866) 801-6450,Active,Tri-Valley Opportunity Council Inc,72 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,07/15/2016,01/01/2023,12/31/2023,   ,
1720,800318,Child Care Center,Tri-Valley Crookston Head Start Center,1407 Erskine St,,,Crookston,MN,56716     ,Polk,(218) 281-1343,Active,Tri-Valley Opportunity Council Inc,76 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,10/01/1967,01/01/2023,12/31/2023,   ,
1721,1047587,Child Care Center,Tri-Valley Danube Head Start Center,100 Main St,,,Danube,MN,56230     ,Renville,(320) 826-2147,Active,Tri-Valley Opportunity Council Inc,80 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/18/2007,01/01/2023,12/31/2023,   ,
1722,810852,Child Care Center,Tri-Valley East Grand Forks Head Start Center,1825 Central Ave NW,,,East Grand Forks,MN,56721     ,Polk,(218) 773-8452,Active,Tri-Valley Opportunity Council Inc,92 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,09/01/1996,01/01/2023,12/31/2023,   ,
1723,1007149,Child Care Center,Tri-Valley Elgin Head Start Center,52497 275TH AVE,,,Elgin,MN,55932-5268,Wabasha,(800) 201-3464,Active,Tri-Valley Opportunity Council Inc,52 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/19/2001,01/01/2023,12/31/2023,   ,
1724,1054444,Child Care Center,Tri-Valley Elysian Head Start,101 5TH ST NW,,,Elysian,MN,56028-2203,Le Sueur,(507) 267-4373,Active,Tri-Valley Opportunity Council Inc,92 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/16/2009,01/01/2023,12/31/2023,   ,
1725,809512,Child Care Center,Tri-Valley Glencoe Head Start Center,1828 KNIGHT AVE N,,,Glencoe,MN,55336-1429,McLeod,(320) 864-6635,Active,Tri-Valley Opportunity Council Inc,44 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,07/22/1995,01/01/2023,12/31/2023,   ,
1726,1051224,Child Care Center,Tri-Valley Monticello Head Start Center,9375 Fenning Ave,,,Monticello,MN,55362     ,Wright,(763) 272-2964,Active,Tri-Valley Opportunity Council Inc,108,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,"Per state fire marshal, Room 117 can only be occupied by children over 30 months of age.",Child Care Center,Minnesota Department of Human Services,06/18/2008,01/01/2023,12/31/2023,   ,
1727,809291,Child Care Center,Tri-Valley Owatonna Head Start,565 20TH ST NE,,,Owatonna,MN,55060-1405,Steele,(507) 455-2203,Active,Tri-Valley Opportunity Council Inc,52 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,05/25/1995,01/01/2023,12/31/2023,   ,
1728,1060627,Child Care Center,Tri-Valley Sleepy Eye Head Start Center,500 4th Ave SW,,,Sleepy Eye,MN,56085     ,Brown,(218) 281-0566,Active,Tri-Valley Opportunity Council Inc,64 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,08/09/2011,01/01/2023,12/31/2023,   ,
1729,1082421,Child Care Center,Tri-Valley St. Cloud Head Start Center,930 31ST AVE N,,,Saint Cloud,MN,56303-2346,Stearns,(320) 677-3648,Active,Tri-Valley Opportunity Council Inc,64 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,09/19/2016,01/01/2023,12/31/2023,   ,
1730,1062995,Child Care Center,Tri-Valley Winnebago Head Start Center,100 1st Ave NE,,,Winnebago,MN,56098     ,Faribault,(800) 569-1379,Active,Tri-Valley Opportunity Council Inc,33 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,06/22/2012,01/01/2023,12/31/2023,   ,
1731,802795,Child Care Center,Trinity Children's Center,1420 S 6th St, ,,Brainerd,MN,56401     ,Crow Wing,(218) 829-1385,Active,Trinity Lutheran Church,58 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool     School-Age       ,None,Child Care Center,Minnesota Department of Human Services,01/01/1999,01/01/2023,12/31/2023,   ,
1732,1055311,Child Care Center,Trinity Daycare and Preschool LLC,1027 SHERMAN ST,,,North Mankato,MN,56003-2136,Nicollet,(507) 388-7761,Active,Trinity Daycare and Preschool LLC,80 ,Service: Day time child care Ages Served: Infants     Toddlers     Preschool       ,None,Child Care Center,Minnesota Department of Human Services,02/01/2010,01/01/2023,12/31/2023,   ,
